id,arquivo_origem,trecho_ou_template,tipo_risco,severidade,problema,resposta_corrigida_sugerida,disclaimer_recomendado,status
JIM-COMP-0076,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\04_JIM_COMPLIANCE_QA\JIM Biblioteca Estrutura all docs\Harpian_JIM_4Layers.docx,"paragraph_block_107: A volatilidade sozinha não diferencia os dois — o drawdown e o retorno geométrico sim. 💼 ARGUMENTO 'Quando me dizem que a volatilidade do portfólio é 20%, eu respondo: e o que acontece quando o mercado cai 30%? Porque a volatilidade conta para os dois lados — alta e baixa. O que importa para o seu patrimônio é o tamanho das quedas e quanto tempo leva para se recuperar. Uma queda de 50% precisa de 100% de alta para recuperar — isso não está na volatilidade.' Qual a diferença entre volatilidade e drawdown? ⚡ QUICK MODE Volatilidade é a dispersão geral dos retornos (simétrica). Drawdown é a queda acumulada do pico ao vale (assimétrica, path-depe",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0077,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\04_JIM_COMPLIANCE_QA\JIM Biblioteca Estrutura all docs\Harpian_JIM_4Layers.docx,"paragraph_block_108: Drawdown mede perda acumulada do pico até o ponto mais baixo subsequente — é path-dependent (depende da sequência de retornos) e captura o impacto real de uma sequência adversa de retornos. Um portfólio pode ter baixa volatilidade diária mas grande drawdown acumulado (queda gradual e persistente). Pode também ter alta volatilidade mas pequeno drawdown (oscilação rápida sem tendência de queda). 📐 DEEP MODE 2 Portfólio A: retornos mensais −2%, −2%, −2%, −2%, −2%, +12%. Volatilidade ≈ 5%. Drawdown acumulado = −9,7% (cai 5 meses seguidos antes de recuperar). Portfólio B: retornos mensais +5%, −4%, +5%, −4%, ... Volatilidade ≈ 4,5%. Drawdown máxim",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0078,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\04_JIM_COMPLIANCE_QA\JIM Biblioteca Estrutura all docs\Harpian_JIM_4Layers.docx,"paragraph_block_109: 💼 ARGUMENTO 'Tem dois tipos de disconforto que um portfólio pode causar. O primeiro é o vaivém — você vê o portfólio subir e descer todo dia. O segundo é ver o portfólio cair por vários meses seguidos sem aparente recuperação. Volatilidade mede o primeiro. Drawdown mede o segundo. A maioria das pessoas acha que aguenta volatilidade — até experimentar um drawdown de 30% por 18 meses. São coisas diferentes.' Como medir downside deviation e por que é relevante? ⚡ QUICK MODE Downside deviation = √[Σ(min(r − MAR, 0)²/n)]. Mede apenas a volatilidade de retornos abaixo do mínimo aceitável — alinhado com a aversão à perda do investidor real. 🔬 DEEP M",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0079,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\04_JIM_COMPLIANCE_QA\JIM Biblioteca Estrutura all docs\Harpian_JIM_4Layers.docx,"paragraph_block_111: 💼 ARGUMENTO 'Quando medimos risco do portfólio usando desvio padrão, estamos penalizando os meses em que você ganhou 20%. Isso não faz sentido. Por isso usamos downside deviation — que mede apenas os meses em que você perdeu. Com essa métrica, o portfólio parece muito mais eficiente — e é mais honesto sobre o que realmente importa para você.' Qual o impacto do drawdown no comportamento do cliente? ⚡ QUICK MODE Drawdowns acima do Risk Number do cliente geram panic selling — o investidor vende no fundo, cristaliza a perda máxima e perde a recuperação, destruindo retorno composto de forma permanente.",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0080,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\04_JIM_COMPLIANCE_QA\JIM Biblioteca Estrutura all docs\Harpian_JIM_4Layers.docx,"paragraph_block_112: 🔬 DEEP MODE 1 O impacto comportamental do drawdown tem três fases documentadas: (i) Fase 1 (otimismo): queda de 0–10% — o investidor aguenta, acredita que é temporário; (ii) Fase 2 (ansiedade): queda de 10–20% — dúvidas aumentam, o investidor começa a questionar a estratégia; (iii) Fase 3 (capitulação): queda > 20% para investidor com RN < 40, ou > 30% para RN < 55 — o investidor vende, frequentemente próximo ao fundo. O drawdown que excede o RN do cliente é o ponto de capitulação comportamental — e é o momento de maior prejuízo não pelo drawdown em si, mas pela realização da perda máxima seguida de ausência da recuperação. 📐 DEEP MODE 2 DALB",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0081,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\04_JIM_COMPLIANCE_QA\JIM Biblioteca Estrutura all docs\Harpian_JIM_4Layers.docx,"paragraph_block_113: Retorno total: −34% × (1 − entrada tardia). Vs. investidor que ficou: −34% + 68% = +11% no ano. Diferença de ~45% de retorno causada pelo drawdown que ultrapassou o RN comportamental. 💼 ARGUMENTO 'Deixa eu te contar o que acontece com a maioria dos clientes quando o portfólio cai mais do que eles aguenta. Eles ligam para mim com voz tensa, eu explico que é temporário, eles concordam — e vendem no mês seguinte de qualquer jeito. Porque o dado estatístico não remove a ansiedade quando você está vendo o extrato. Por isso o Risk Number não é teórico — é a calibração que garante que você não vai vender no fundo. Se calibrarmos certo agora, eu não ",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0082,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\04_JIM_COMPLIANCE_QA\JIM Biblioteca Estrutura all docs\Harpian_JIM_4Layers.docx,"paragraph_block_114: Representa a perda máxima em 95% dos cenários. 🔬 DEEP MODE 1 O cálculo de perda potencial em 6 meses com 95% de confiança utiliza VaR paramétrico normal: (1) σ_6m = σ_anual / √2 (conversão de escala temporal); (2) μ_6m = CAGR_anual / 2 (aproximação para retorno semestral); (3) Perda_6m = -(μ_6m − 1,645 × σ_6m). O fator 1,645 corresponde ao z-score do percentil 5% na distribuição normal (intervalo unilateral de 95%). Limitações: assume normalidade dos retornos, o que subestima caudas em crises. Para maior precisão em cenários extremos, complementar com Historical VaR ou Expected Shortfall (CVaR). 📐 DEEP MODE 2 Portfólio HPC22: σ_anual = 22%, C",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0083,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\04_JIM_COMPLIANCE_QA\JIM Biblioteca Estrutura all docs\Harpian_JIM_4Layers.docx,"paragraph_block_118: 🔬 DEEP MODE 1 A explicação de risco sem jargão requer substituição de linguagem estatística por linguagem de consequências: Em vez de 'volatilidade de 22%': 'o portfólio pode oscilar $110K para cima ou baixo em um ano típico'. Em vez de 'drawdown de 27%': 'no pior momento da história desse portfólio, o valor caiu $270K antes de recuperar'. Em vez de 'VaR 95%': 'em 19 de cada 20 semestres, você não vai perder mais de $150K'. A linguagem de consequências ancorada em valores absolutos e probabilidades frequencistas é a mais compreensível para clientes não técnicos. 📐 DEEP MODE 2 'Vou explicar o risco desse portfólio em uma frase. Imagine que voc",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0084,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\04_JIM_COMPLIANCE_QA\JIM Biblioteca Estrutura all docs\Harpian_JIM_4Layers.docx,"paragraph_block_119: Esse é o preço de crescer de $1M para $4M no longo prazo. A questão é: você aguenta ver $730K no extrato por 18 meses sabendo que vai recuperar e passar de $4M ao final?' 💼 ARGUMENTO 'Eu podia te dar uma planilha cheia de métricas. Mas a única coisa que você precisa entender sobre risco é esta: existe a possibilidade de que em algum momento nos próximos 5 anos, seu portfólio vai valer menos do que vale hoje. Quanto menos? Por quanto tempo? E com que certeza ele se recupera? São essas três perguntas que determinam se esse portfólio é o certo para você.' Qual o erro de usar média histórica como base de decisão? ⚡ QUICK MODE A média histórica su",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0085,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\04_JIM_COMPLIANCE_QA\JIM Biblioteca Estrutura all docs\Harpian_JIM_4Layers.docx,"paragraph_block_120: 🔬 DEEP MODE 1 O erro de usar apenas médias históricas tem dois componentes: (i) Sequence risk: a ordem dos retornos importa. Retorno médio de 10% a.a. pode ser composto de sequências muito distintas. Uma sequência de −40% nos primeiros anos de aposentadoria é catastrófica mesmo que a média histórica seja 10%; (ii) Fat tails (caudas gordas): a distribuição real de retornos tem caudas muito mais pesadas do que a normal prevê. Em 2008, o S&P caiu −56% — evento de mais de 4 desvios padrão que modelo normal prevê ocorrer 1 vez em 15.787 anos. Eventos extremos ocorrem com muito mais frequência do que a média + desvio padrão sugere. 📐 DEEP MODE 2 Re",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0086,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\04_JIM_COMPLIANCE_QA\JIM Biblioteca Estrutura all docs\Harpian_JIM_4Layers.docx,"paragraph_block_121: Usar apenas a média histórica de 10,4% como premissa de planejamento ignora que a rota até os 10,4% inclui quedas de 50% que destroem composto e comportamento. 💼 ARGUMENTO 'A média histórica é como a temperatura média anual de uma cidade. Se a média é 22°C, você não vai trabalhar de bermuda em julho achando que nunca resfria. A média não te diz sobre os dias de -5°C que existem. Em finanças, a média histórica esconde as crises que realmente determinam se você chega ou não na meta. Por isso o planejamento precisa levar em conta os piores cenários, não só a média.' Como eventos extremos (cauda) afetam o portfólio? ⚡ QUICK MODE Eventos de cauda ",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0087,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\04_JIM_COMPLIANCE_QA\JIM Biblioteca Estrutura all docs\Harpian_JIM_4Layers.docx,"paragraph_block_124: Depois de 5 anos, a diferença entre quem saiu e quem ficou pode ser $1M ou mais.' Como traduzir risco estatístico em linguagem simples? ⚡ QUICK MODE Substituir percentuais por valores monetários absolutos, probabilidades por frequências (X em cada 10 anos), e conceitos abstratos por analogias com consequências concretas da vida do cliente. 🔬 DEEP MODE 1 As três traduções mais eficazes: (i) Percentual → valor absoluto: 'volatilidade de 20%' → 'esse portfólio de $1M pode oscilar $200K em um ano'; (ii) Probabilidade → frequência: 'VaR 95%' → 'uma vez a cada 20 semestres, pode perder mais do que isso'; (iii) Conceito → consequência: 'max drawdown",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0088,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\04_JIM_COMPLIANCE_QA\JIM Biblioteca Estrutura all docs\Harpian_JIM_4Layers.docx,"paragraph_block_127: 🔬 DEEP MODE 1 Modern Portfolio Theory (Markowitz, 1952) opera no domínio do espaço: dado um conjunto de ativos com correlações conhecidas, encontra a alocação que maximiza retorno esperado para dado nível de variância. Assume correlações estáveis e permanece investida sempre. Temporal Portfolio Theory (Juds/SumGrowth) opera no domínio do tempo: reconhece que os mercados têm regimes distintos (bull/bear) com correlações e retornos esperados dramaticamente diferentes, e ajusta a alocação conforme o regime. Em Bear Markets, MPT permanece investida e captura a queda. TPT sai do mercado antes que a queda se aprofunde. 📐 DEEP MODE 2 Bear Market 200",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0089,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\04_JIM_COMPLIANCE_QA\JIM Biblioteca Estrutura all docs\Harpian_JIM_4Layers.docx,"paragraph_block_129: 🔬 DEEP MODE 1 Jegadeesh & Titman (1993) documentaram que ações com melhor desempenho nos últimos 3–12 meses tendem a continuar superando por mais 3–12 meses — o fator momentum. A explicação: (i) underreaction inicial: o mercado demora para incorporar informações positivas, criando tendência; (ii) herding behavior: investidores perseguem ativos em alta, autocorrelação positiva de retornos. A alocação estática mantém ativos 'por diversificação' independente de momentum — incluindo ativos em tendência de queda que continuarão caindo antes de reverter. O momentum sistemático concentra no ativo com maior sinal de alta e descarta os demais. 📐 DEEP ",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0090,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\04_JIM_COMPLIANCE_QA\JIM Biblioteca Estrutura all docs\Harpian_JIM_4Layers.docx,"paragraph_block_130: Em comparação, fator value: 3–4% de excesso. Fator market: 5% de excesso mas com Sharpe < 0,4. Momentum + proteção de regime (saída em Bear Market) = o portfólio ótimo de acordo com a evidência empírica de décadas. 💼 ARGUMENTO 'Por que mudar o portfólio quando um setor vai bem e entrar quando vai mal? Porque a evidência de 40+ anos mostra que o que foi bem nos últimos 6–12 meses tende a continuar indo bem por mais 6–12 meses. Isso não é especulação — é o fator momentum, documentado em academic journals. O AlphaDroid é a implementação sistemática dessa evidência — com filtros que eliminam o ruído e mantêm apenas o sinal real.' O que significa ",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0091,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\04_JIM_COMPLIANCE_QA\JIM Biblioteca Estrutura all docs\Harpian_JIM_4Layers.docx,"paragraph_block_137: Funciona como: (i) Detector de regime: monitora continuamente três dimensões independentes (preço, volume, breadth) para identificar transições de bull para bear market; (ii) Protocolo de ação determinístico: quando o índice composto SGA cruza −0,6%, executa protocolo de liquidação escalonada (40% imediato + 60% no próximo rebalanceamento); (iii) Proteção assimétrica de custo: o custo dos falsos positivos (perda de parte de um rally) é historicamente menor do que o benefício de evitar Bear Markets genuínos. 📐 DEEP MODE 2 Sem StormGuard: portfólio HPC22 permanece investido em Bear Markets históricos. 2008: queda estimada de −40 a −50% antes de",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0092,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\04_JIM_COMPLIANCE_QA\JIM Biblioteca Estrutura all docs\Harpian_JIM_4Layers.docx,"paragraph_block_138: Em 25 anos com múltiplos Bear Markets: a preservação cumulativa de capital representa diferença de $5–10M no capital final por $1M inicial. 💼 ARGUMENTO 'Pense no StormGuard como o piloto automático de um avião que detecta turbulência antes do sistema manual humano. Não prevê tempestades — mas quando vê os indicadores certos convergindo, ajusta automaticamente a trajetória para evitar o pior. No mercado, o StormGuard faz o mesmo: não prevê Bear Markets, mas detecta a deterioração estrutural que os precede — e age antes que o pior aconteça.' Por que evitar drawdown é mais importante que capturar retorno? ⚡ QUICK MODE Pela assimetria matemática ",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0093,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\04_JIM_COMPLIANCE_QA\JIM Biblioteca Estrutura all docs\Harpian_JIM_4Layers.docx,"paragraph_block_139: 🔬 DEEP MODE 1 A assimetria matemática de drawdown vs. retorno é o argumento mais poderoso para estratégias de proteção: a perda de N% exige recuperação de N/(1−N)% — que cresce exponencialmente. Uma queda de 30% exige +42,9% para recuperação. Uma queda de 50% exige +100%. Uma queda de 60% exige +150%. Além disso, o tempo em recuperação é tempo sem composição — o portfólio que evitou a queda compôs durante os 4–5 anos que o outro levou para apenas recuperar. A combinação de capital preservado + composto durante recuperação = vantagem composta de longo prazo que supera o custo dos falsos positivos defensivos. 📐 DEEP MODE 2 Dois portfólios, $1M ",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0094,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\04_JIM_COMPLIANCE_QA\JIM Biblioteca Estrutura all docs\Harpian_JIM_4Layers.docx,"paragraph_block_140: Portfólio B (com StormGuard): sofre −15% em 2008 (defesa ativada), continua compondo durante recuperação, CAGR total estimado = 14,5% → $1M × (1,145)^16 = $8,14M. Diferença: $4,11M — 102% a mais por um único evento de proteção de drawdown. Isso supera qualquer vantagem de retorno que o portfólio A poderia ter em mercados de alta. 💼 ARGUMENTO 'Vou te dar o argumento matemático mais simples que existe em finanças. Se você tem $1M e perde 50%, tem $500K. Para voltar a $1M, precisa ganhar 100% sobre os $500K. Isso leva 5–7 anos num portfólio normal. Durante esses 5–7 anos, o portfólio que não perdeu continuou crescendo. No final de 16 anos, a dif",Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
JIM-COMP-0095,C:\Users\jfdco\OneDrive\Área de Trabalho\HARPIAN\04_JIM_COMPLIANCE_QA\JIM Biblioteca Estrutura all docs\Harpian_JIM_4Layers.docx,paragraph_block_141: Evitar a queda importa mais que capturar a alta.' Como a rotação setorial melhora performance? ⚡ QUICK MODE A rotação para o setor líder de momentum concentra o capital no ativo com maior sinal de alta no ciclo atual — capturando o 'power stroke' de cada setor em vez de manter exposição diluída a setores em diferentes fases do ciclo. 🔬 DEEP MODE 1 A rotação setorial explora o fato de que diferentes setores da economia têm desempenho máximo em fases diferentes do ciclo econômico: tecnologia lidera em expansão inicial; energia em expansão avançada; utilities/health em contração. A True Sector Rotation vai além: usa sinal de momentum filtrado (D,Performance sem disclosure suficiente,HIGH,"O trecho discute performance, simulação ou métrica de risco/retorno e deve carregar disclaimer completo.","Rotular a métrica como backtest, walk-forward, live track record, model index ou client actual; informar data-base, metodologia, bruto/líquido e limitações; incluir disclaimer completo antes ou junto ao número.","Performance passada, simulada, hipotética, walk-forward, de índice/modelo ou backtest não garante nem projeta resultados futuros. Resultados podem variar por custos, taxas, impostos, liquidez, slippage, execução, data de entrada, restrições e perfil do investidor. Quando indicado como bruto, o resultado não reflete taxas de administração, performance, corretagem, spreads, impostos e demais despesas.",REVISAO_OBRIGATORIA
