global_id,source_file,local_id,question,answer_excerpt,theme_cluster,primary_books,secondary_books,how_to_enrich,compliance_guardrail
JIM-LIT-0095,Harpian_150_Questionnaire.docx,95,95. Como comparar HPC11/HPC22 contra Nasdaq?,"O Nasdaq (especificamente Nasdaq-100 / QQQ) é um benchmark relevante para HPC22 dado o histórico de exposição a tecnologia: (i) Retorno: Nasdaq-100 subiu aproximadamente +55% em 2023 e +25% em 2024; HPC22 +82% em 2025 representa superperformance significativa, mas com metodologia distinta; (ii) Risco: Nasdaq sofreu −83% entre 2000–2002 e −55% em 2008; max drawdown HPC22 histórico é −27% — demonstrando proteção substancial em bear markets; (iii) Mecanismo de proteção: Nasdaq é índice passivo sem ",momentum_regime_stormguard,B01: Quantitative Momentum | B02: Chaos and Order in the Capital Markets | B06: Advances in Financial Machine Learning,B07: The Misbehavior of Markets | B03: The Man Who Solved the Market,"Wesley Gray & Jack Vogel, em Quantitative Momentum, reforça momentum como prêmio persistente porém cíclico; Edgar Peters, em Chaos and Order in the Capital Markets, reforça mercados alternam ordem e caos; Marcos López de Prado, em Advances in Financial Machine Learning, reforça backtests sofrem risco de overfitting.",Não prometer proteção ou captura de tendências; explicar sinais como leitura probabilística de regime sujeita a falso positivo/falso negativo.
JIM-LIT-0096,Harpian_150_Questionnaire.docx,96,"96. Como explicar retorno de 1, 3, 5, 10, 20 e 30 anos?",A análise de retorno em múltiplos horizontes permite avaliar a consistência e persistência da performance: (i) 1 ano: captura o desempenho do regime atual de mercado — pode ser atipicamente alto ou baixo; alta sensibilidade ao ponto de entrada; (ii) 3 anos: inclui tipicamente um ciclo completo de bull/bear — mais representativo da eficácia do mecanismo defensivo; (iii) 5 anos: cobre múltiplos regimes e reduz viés de seleção de período; (iv) 10 anos: inclui pelo menos um bear market significativo,performance_backtest_metrics,B06: Advances in Financial Machine Learning | B07: The Misbehavior of Markets | B10: The Most Important Thing,B11: Antifragile | B01: Quantitative Momentum,"Marcos López de Prado, em Advances in Financial Machine Learning, reforça backtests sofrem risco de overfitting; Benoit Mandelbrot, em The Misbehavior of Markets, reforça retornos têm caudas gordas; Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade.","Sempre acrescentar: performance passada/backtest não garante resultado futuro; considerar custos, slippage, liquidez, impostos, overfitting e suitability."
JIM-LIT-0097,Harpian_150_Questionnaire.docx,97,97. Como explicar histórico vs expectativa futura?,"Histórico e expectativa futura são dimensões radicalmente distintas. Histórico é o registro objetivo do que ocorreu — imutável e verificável. Expectativa futura é uma projeção probabilística com incerteza inerente. A distinção deve ser sempre explícita: 'Os retornos históricos apresentados refletem a performance da estratégia no passado, em condições específicas de mercado que podem não se repetir. A expectativa futura é construída sobre a premissa de que a metodologia sistemática — que gerou os",performance_backtest_metrics,B06: Advances in Financial Machine Learning | B07: The Misbehavior of Markets | B10: The Most Important Thing,B11: Antifragile,"Marcos López de Prado, em Advances in Financial Machine Learning, reforça backtests sofrem risco de overfitting; Benoit Mandelbrot, em The Misbehavior of Markets, reforça retornos têm caudas gordas; Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade.","Sempre acrescentar: performance passada/backtest não garante resultado futuro; considerar custos, slippage, liquidez, impostos, overfitting e suitability."
JIM-LIT-0098,Harpian_150_Questionnaire.docx,98,98. Como explicar baixa correlação ou correlação variável?,"Correlação entre estratégias como HPC11/HPC22 e benchmarks de mercado é dinâmica e regime-dependente. Em bull markets: HPC22 tende a ter alta correlação com o mercado (ambos sobem) — o valor é capturado via True Sector Rotation para o líder de momentum. Em bear markets: a postura defensiva reduz drasticamente a correlação com o mercado (enquanto o benchmark cai, o portfólio está em caixa) — gerando correlação baixa ou negativa realizada. Essa correlação variável é intencional e constitui a princ",momentum_regime_stormguard,B01: Quantitative Momentum | B02: Chaos and Order in the Capital Markets | B06: Advances in Financial Machine Learning,B07: The Misbehavior of Markets | B03: The Man Who Solved the Market,"Wesley Gray & Jack Vogel, em Quantitative Momentum, reforça momentum como prêmio persistente porém cíclico; Edgar Peters, em Chaos and Order in the Capital Markets, reforça mercados alternam ordem e caos; Marcos López de Prado, em Advances in Financial Machine Learning, reforça backtests sofrem risco de overfitting.",Não prometer proteção ou captura de tendências; explicar sinais como leitura probabilística de regime sujeita a falso positivo/falso negativo.
JIM-LIT-0099,Harpian_150_Questionnaire.docx,99,99. Como explicar periodicidade de rotação?,"A rotação de ativos no ecossistema Harpian ocorre ao final de cada mês — determinada pela Hurst Fingerprint Analysis, que identificou que a frequência de oscilação ótima dos mercados é mensal. Essa periodicidade tem múltiplos benefícios: (i) Evita whipsaw intraperiodo: flutuações diárias dentro do mês são ignoradas, eliminando sinais falsos de curto prazo; (ii) Alinhamento com o comportamento institucional: grandes alocadores institucionais revisam portfólios mensalmente, gerando fluxos de capit",momentum_regime_stormguard,B01: Quantitative Momentum | B02: Chaos and Order in the Capital Markets | B06: Advances in Financial Machine Learning,B07: The Misbehavior of Markets | B03: The Man Who Solved the Market,"Wesley Gray & Jack Vogel, em Quantitative Momentum, reforça momentum como prêmio persistente porém cíclico; Edgar Peters, em Chaos and Order in the Capital Markets, reforça mercados alternam ordem e caos; Marcos López de Prado, em Advances in Financial Machine Learning, reforça backtests sofrem risco de overfitting.",Não prometer proteção ou captura de tendências; explicar sinais como leitura probabilística de regime sujeita a falso positivo/falso negativo.
JIM-LIT-0100,Harpian_150_Questionnaire.docx,100,100. Como explicar por que não operar vendido?,"O ecossistema Harpian não opera vendido (short selling) por razões estratégicas e operacionais: (i) Assimetria de risco: uma posição vendida tem perda potencial ilimitada (o ativo pode subir indefinidamente) mas ganho limitado a 100% (o ativo não pode cair abaixo de zero) — perfil de risco desfavorável para preservação de capital multigeracional; (ii) Custo de carry: manter posições vendidas tem custo de taxa de empréstimo de ações, que pode ser significativo em ativos com alto demand de short; ",adversarial_failure_limits,B11: Antifragile | B07: The Misbehavior of Markets | B04: Thinking in Bets,B10: The Most Important Thing | B14: The Art of War,"Nassim Nicholas Taleb, em Antifragile, reforça sistemas frágeis quebram sob stress; Benoit Mandelbrot, em The Misbehavior of Markets, reforça retornos têm caudas gordas; Annie Duke, em Thinking in Bets, reforça boa decisão pode ter mau resultado.","Enfatizar limites, cenários de falha e ausência de garantia; escalar para humano quando envolver ação financeira."
JIM-LIT-0101,Harpian_150_Questionnaire.docx,101,101. O que é um ETP?,"Exchange-Traded Product (ETP) é a categoria genérica de instrumentos financeiros listados em bolsa que rastreiam o desempenho de um ativo subjacente, índice, estratégia ou cesta de ativos. O valor do ETP flutua em tempo real durante o pregão, sendo negociado como uma ação ordinária. ETPs incluem ETFs (Exchange-Traded Funds), ETNs (Exchange-Traded Notes) e ETCs (Exchange-Traded Commodities). No contexto Harpian, o ETP é estruturado como uma nota de dívida sênior emitida por uma Special Purpose Ve",vehicle_tax_governance,B10: The Most Important Thing | B13: The Only Game in Town | B08: Principles for Dealing with the Changing World Order,B14: The Art of War,"Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Mohamed El-Erian, em The Only Game in Town, reforça bancos centrais alteram preços de ativos; Ray Dalio, em Principles for Dealing with the Changing World Order, reforça ciclos de dívida e poder moldam retornos.",Não dar aconselhamento tributário/jurídico; indicar revisão por profissional qualificado conforme jurisdição.
JIM-LIT-0102,Harpian_150_Questionnaire.docx,102,"102. Qual é a diferença entre ETP, ETF, ETN e fundo?","(i) ETP: categoria guarda-chuva que inclui ETF, ETN e ETC; (ii) ETF (Exchange-Traded Fund): ETP estruturado como fundo de investimento — o investidor possui frações do fundo e tem proteção direta sobre os ativos; os ativos são propriedade do fundo; (iii) ETN (Exchange-Traded Note): ETP estruturado como nota de dívida sênior emitida por uma instituição financeira ou SPV — o investidor é credor da nota; os ativos subjacentes garantem a nota; não há propriedade direta de ativos; (iv) Fundo tradicio",vehicle_tax_governance,B10: The Most Important Thing | B13: The Only Game in Town | B08: Principles for Dealing with the Changing World Order,B14: The Art of War,"Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Mohamed El-Erian, em The Only Game in Town, reforça bancos centrais alteram preços de ativos; Ray Dalio, em Principles for Dealing with the Changing World Order, reforça ciclos de dívida e poder moldam retornos.",Não dar aconselhamento tributário/jurídico; indicar revisão por profissional qualificado conforme jurisdição.
JIM-LIT-0103,Harpian_150_Questionnaire.docx,103,103. Como funciona um ETP listado em bolsa?,"O funcionamento de um ETP listado em bolsa envolve os seguintes mecanismos: (i) Listagem: o ETP é admitido à negociação em uma bolsa (no caso Harpian: Bolsa de Viena / Vienna Stock Exchange), onde recebe um ticker e ISIN únicos; (ii) Negociação secundária: investidores compram e vendem o ETP no mercado secundário da bolsa, ao preço de mercado vigente; (iii) Market making: formadores de mercado (market makers) mantêm spreads bid-ask estreitos ao arbitrar entre o preço de mercado do ETP e o NAV do",vehicle_tax_governance,B10: The Most Important Thing | B13: The Only Game in Town | B08: Principles for Dealing with the Changing World Order,B14: The Art of War,"Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Mohamed El-Erian, em The Only Game in Town, reforça bancos centrais alteram preços de ativos; Ray Dalio, em Principles for Dealing with the Changing World Order, reforça ciclos de dívida e poder moldam retornos.",Não dar aconselhamento tributário/jurídico; indicar revisão por profissional qualificado conforme jurisdição.
JIM-LIT-0104,Harpian_150_Questionnaire.docx,104,104. O que é ISIN?,"ISIN (International Securities Identification Number) é o código de identificação padronizado globalmente para instrumentos financeiros, definido pela norma ISO 6166. É composto por 12 caracteres: 2 letras de código de país (ex.: XS para instrumentos internacionais Euroclear), seguidas de 9 dígitos numéricos de identificação e 1 dígito verificador. O ISIN é utilizado para: negociação em bolsas internacionais, liquidação via sistemas de custódia (Euroclear, Clearstream), referência em contratos d",vehicle_tax_governance,B10: The Most Important Thing | B13: The Only Game in Town | B08: Principles for Dealing with the Changing World Order,B14: The Art of War | B09: The End of the World Is Just the Beginning,"Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Mohamed El-Erian, em The Only Game in Town, reforça bancos centrais alteram preços de ativos; Ray Dalio, em Principles for Dealing with the Changing World Order, reforça ciclos de dívida e poder moldam retornos.",Não dar aconselhamento tributário/jurídico; indicar revisão por profissional qualificado conforme jurisdição.
JIM-LIT-0105,Harpian_150_Questionnaire.docx,105,105. O que é LEI?,"LEI (Legal Entity Identifier) é o código de identificação global único de entidades jurídicas que participam de transações financeiras, regulamentado pelo GLEIF (Global Legal Entity Identifier Foundation) e exigido internacionalmente para compliance regulatório (MiFID II na Europa, Dodd-Frank nos EUA, EMIR para derivativos). É composto por 20 caracteres alfanuméricos. O LEI é obrigatório para entidades que negociam instrumentos financeiros em jurisdições reguladas e é usado para: identificação i",macro_geopolitics,B08: Principles for Dealing with the Changing World Order | B13: The Only Game in Town | B09: The End of the World Is Just the Beginning,B12: World Order,"Ray Dalio, em Principles for Dealing with the Changing World Order, reforça ciclos de dívida e poder moldam retornos; Mohamed El-Erian, em The Only Game in Town, reforça bancos centrais alteram preços de ativos; Peter Zeihan, em The End of the World Is Just the Beginning, reforça demografia e cadeias globais afetam crescimento.","Usar macro como contexto, não como previsão determinística; evitar timing de mercado baseado em narrativa."
JIM-LIT-0106,Harpian_150_Questionnaire.docx,106,106. O que é NAV diário?,"NAV (Net Asset Value — Valor Patrimonial Líquido) diário é o valor por unidade (ou cota) de um instrumento de investimento, calculado ao final de cada dia útil como: NAV = (Valor total dos ativos − Passivos) / Número de unidades em circulação. Para um ETP, o NAV reflete o valor de mercado dos ativos subjacentes custodiados, descontadas as despesas e taxas acumuladas. O NAV diário é: (i) publicado via terminais Bloomberg e Reuters; (ii) calculado pelo administrador independente de NAV (no caso Ha",vehicle_tax_governance,B10: The Most Important Thing | B13: The Only Game in Town | B08: Principles for Dealing with the Changing World Order,B14: The Art of War,"Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Mohamed El-Erian, em The Only Game in Town, reforça bancos centrais alteram preços de ativos; Ray Dalio, em Principles for Dealing with the Changing World Order, reforça ciclos de dívida e poder moldam retornos.",Não dar aconselhamento tributário/jurídico; indicar revisão por profissional qualificado conforme jurisdição.
JIM-LIT-0107,Harpian_150_Questionnaire.docx,107,107. O que é Bloomberg ticker?,"Bloomberg ticker é o código de identificação exclusivo de um instrumento financeiro na plataforma Bloomberg Terminal — o principal sistema de informações financeiras utilizado por investidores institucionais globalmente. Permite acesso a: cotações em tempo real, histórico de preços, dados fundamentais, notícias relevantes, análise de risco e documentos regulatórios do instrumento. Para um ETP, o ticker Bloomberg é a identidade do produto no ecossistema institucional: sem ticker Bloomberg, o prod",vehicle_tax_governance,B10: The Most Important Thing | B13: The Only Game in Town | B08: Principles for Dealing with the Changing World Order,B14: The Art of War,"Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Mohamed El-Erian, em The Only Game in Town, reforça bancos centrais alteram preços de ativos; Ray Dalio, em Principles for Dealing with the Changing World Order, reforça ciclos de dívida e poder moldam retornos.",Não dar aconselhamento tributário/jurídico; indicar revisão por profissional qualificado conforme jurisdição.
JIM-LIT-0108,Harpian_150_Questionnaire.docx,108,108. Como um investidor acessa um ETP pela Bloomberg?,"Para acessar um ETP pela Bloomberg Terminal: (i) Busca por ticker: digitar o Bloomberg ticker seguido de [EQUITY] [GO]; (ii) Busca por ISIN: digitar o ISIN (ex.: XS2998773373) diretamente e selecionar o instrumento correto; (iii) DES (Description): comando para visualizar todas as informações do instrumento — emissor, estrutura, termos, documentação legal; (iv) HP (Historical Price): histórico de preços e NAV; (v) GPC (Graph): gráfico de performance; (vi) RELS (Related Securities): documentos re",vehicle_tax_governance,B10: The Most Important Thing | B13: The Only Game in Town | B08: Principles for Dealing with the Changing World Order,B14: The Art of War,"Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Mohamed El-Erian, em The Only Game in Town, reforça bancos centrais alteram preços de ativos; Ray Dalio, em Principles for Dealing with the Changing World Order, reforça ciclos de dívida e poder moldam retornos.",Não dar aconselhamento tributário/jurídico; indicar revisão por profissional qualificado conforme jurisdição.
JIM-LIT-0109,Harpian_150_Questionnaire.docx,109,109. Como explicar liquidez D+5?,"Liquidez D+5 significa que, a partir da solicitação de resgate, o investidor recebe os recursos em sua conta em até 5 dias úteis (D = dia do pedido; +5 = cinco dias úteis após). Este prazo reflete o ciclo de liquidação padrão do Euroclear para ETPs internacionais: (i) D+0: solicitação de resgate submetida ao agente pagador (Bank of New York Mellon); (ii) D+1 a D+3: liquidação da posição nos ativos subjacentes no mercado; (iii) D+4 a D+5: transferência e liquidação via Euroclear. D+5 é considerad",vehicle_tax_governance,B10: The Most Important Thing | B13: The Only Game in Town | B08: Principles for Dealing with the Changing World Order,B14: The Art of War | B01: Quantitative Momentum,"Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Mohamed El-Erian, em The Only Game in Town, reforça bancos centrais alteram preços de ativos; Ray Dalio, em Principles for Dealing with the Changing World Order, reforça ciclos de dívida e poder moldam retornos.",Não dar aconselhamento tributário/jurídico; indicar revisão por profissional qualificado conforme jurisdição.
JIM-LIT-0110,Harpian_150_Questionnaire.docx,110,110. O que significa possibilidade de liquidez antes de D+5?,"A possibilidade de liquidez antes de D+5 refere-se à negociação no mercado secundário da Bolsa de Viena. O ETP Harpian é negociado em pregão na bolsa, o que significa que investidores podem comprar e vender unidades no mercado secundário a qualquer momento durante o horário de negociação, com liquidação padrão da bolsa (geralmente D+2 para mercados europeus). O valor recebido no mercado secundário pode diferir levemente do NAV (spread bid-ask mantido por market makers). Para volumes menores, a l",vehicle_tax_governance,B10: The Most Important Thing | B13: The Only Game in Town | B08: Principles for Dealing with the Changing World Order,B14: The Art of War | B01: Quantitative Momentum,"Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Mohamed El-Erian, em The Only Game in Town, reforça bancos centrais alteram preços de ativos; Ray Dalio, em Principles for Dealing with the Changing World Order, reforça ciclos de dívida e poder moldam retornos.",Não dar aconselhamento tributário/jurídico; indicar revisão por profissional qualificado conforme jurisdição.
JIM-LIT-0111,Harpian_150_Questionnaire.docx,111,111. O que é custódia?,"Custódia é o serviço de guarda, proteção e administração de ativos financeiros em nome de um investidor, prestado por uma instituição financeira licenciada (custodiante). O custodiante mantém os ativos de forma segregada das responsabilidades da gestora, garantindo que o patrimônio do investidor esteja protegido mesmo em caso de insolvência da gestora. As funções do custodiante incluem: guarda física/contábil dos ativos; liquidação e liquidação de operações; coleta de dividendos e juros; process",vehicle_tax_governance,B10: The Most Important Thing | B13: The Only Game in Town | B08: Principles for Dealing with the Changing World Order,B14: The Art of War | B04: Thinking in Bets,"Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Mohamed El-Erian, em The Only Game in Town, reforça bancos centrais alteram preços de ativos; Ray Dalio, em Principles for Dealing with the Changing World Order, reforça ciclos de dívida e poder moldam retornos.",Não dar aconselhamento tributário/jurídico; indicar revisão por profissional qualificado conforme jurisdição.
JIM-LIT-0112,Harpian_150_Questionnaire.docx,112,112. O que faz um custodiante?,"As funções operacionais de um custodiante incluem: (i) Guarda de ativos: manutenção dos registros de propriedade e posições em nome do investidor; (ii) Liquidação de operações: processamento de compra e venda de ativos, garantindo entrega versus pagamento (DVP) em tempo hábil; (iii) Coleta de rendimentos: dividendos, juros e outros proventos são coletados e creditados à conta do investidor; (iv) Processamento de eventos corporativos: bonificações, splits, subscrições, ofertas públicas; (v) Marca",risk_number_suitability,B10: The Most Important Thing | B04: Thinking in Bets | B07: The Misbehavior of Markets,B11: Antifragile | B05: The Mathematical Theory of Communication,"Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Annie Duke, em Thinking in Bets, reforça boa decisão pode ter mau resultado; Benoit Mandelbrot, em The Misbehavior of Markets, reforça retornos têm caudas gordas.",Não tratar Risk Number como recomendação; é linguagem de alinhamento de risco e deve exigir revisão humana/suitability.
JIM-LIT-0113,Harpian_150_Questionnaire.docx,113,113. Como explicar que HARPIAN não toca no dinheiro?,"A estrutura do ETP Harpian foi concebida com segregação total de funções, onde a Harpian LLC detém exclusivamente a autoridade de gestão de portfólio (trading authority), sem jamais ter acesso ou controle sobre os recursos dos investidores. O fluxo de capital funciona assim: (i) O investidor transfere recursos diretamente ao Bank of New York Mellon (custódia independente); (ii) O custodiante recebe e guarda os recursos; (iii) A Harpian instrui a Interactive Brokers (broker de execução) a comprar",behavioral_decision,B04: Thinking in Bets | B10: The Most Important Thing | B11: Antifragile,B05: The Mathematical Theory of Communication | B13: The Only Game in Town,"Annie Duke, em Thinking in Bets, reforça boa decisão pode ter mau resultado; Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Nassim Nicholas Taleb, em Antifragile, reforça sistemas frágeis quebram sob stress.","Evitar aconselhamento pessoal; reforçar processo decisório, probabilidades e adequação ao perfil."
JIM-LIT-0114,Harpian_150_Questionnaire.docx,114,114. Como funciona auditoria Deloitte em estrutura de produto?,"A auditoria estatutária por firma de auditoria de primeira linha (Big 4, como Deloitte ou RSM) em uma estrutura ETP/SPV irlandesa funciona da seguinte forma: (i) Escopo: a auditoria cobre as demonstrações financeiras anuais da SPV emissora (Lseries DAC), incluindo verificação do NAV reportado, adequação dos controles internos e compliance com as Companies Act 2014 da Irlanda; (ii) Verificação de ativos: a Deloitte confirma independentemente que os ativos custodiados existem e correspondem aos re",vehicle_tax_governance,B10: The Most Important Thing | B13: The Only Game in Town | B08: Principles for Dealing with the Changing World Order,B14: The Art of War,"Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Mohamed El-Erian, em The Only Game in Town, reforça bancos centrais alteram preços de ativos; Ray Dalio, em Principles for Dealing with the Changing World Order, reforça ciclos de dívida e poder moldam retornos.",Não dar aconselhamento tributário/jurídico; indicar revisão por profissional qualificado conforme jurisdição.
JIM-LIT-0115,Harpian_150_Questionnaire.docx,115,115. Qual é o papel de Lynk / L-Series / Vienna Stock Exchange?,"(i) Lynk Capital Markets Ltd: é o Programme Administrator — empresa especializada em estruturação e administração de programas ETP. Responsável pela manutenção legal e operacional do programa de emissão de ETPs, incluindo documentação do prospecto, atualizações regulatórias, relacionamento com a bolsa e custodiante, e compliance contínuo do veículo; (ii) Lseries DAC: é a Special Purpose Vehicle (SPV) emissora, entidade jurídica de propósito específico registrada na Irlanda. É o emissor legal dos",vehicle_tax_governance,B10: The Most Important Thing | B13: The Only Game in Town | B08: Principles for Dealing with the Changing World Order,B14: The Art of War,"Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Mohamed El-Erian, em The Only Game in Town, reforça bancos centrais alteram preços de ativos; Ray Dalio, em Principles for Dealing with the Changing World Order, reforça ciclos de dívida e poder moldam retornos.",Não dar aconselhamento tributário/jurídico; indicar revisão por profissional qualificado conforme jurisdição.
JIM-LIT-0116,Harpian_150_Questionnaire.docx,116,116. Como explicar fluxo de subscrição?,"O fluxo de subscrição primária do ETP Harpian funciona da seguinte forma: (i) O investidor assina o subscription agreement (acordo de subscrição) com a Lseries DAC (SPV emissora), via Lynk Capital Markets como administrador; (ii) O investidor transfere os recursos em USD (ou moeda aplicável) para a conta de liquidação do Bank of New York Mellon (Settlement & Paying Agent); (iii) O BoNY Mellon confirma o recebimento dos recursos e notifica o administrador de NAV; (iv) Unidades do ETP são criadas ",vehicle_tax_governance,B10: The Most Important Thing | B13: The Only Game in Town | B08: Principles for Dealing with the Changing World Order,B14: The Art of War | B04: Thinking in Bets,"Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Mohamed El-Erian, em The Only Game in Town, reforça bancos centrais alteram preços de ativos; Ray Dalio, em Principles for Dealing with the Changing World Order, reforça ciclos de dívida e poder moldam retornos.",Não dar aconselhamento tributário/jurídico; indicar revisão por profissional qualificado conforme jurisdição.
JIM-LIT-0117,Harpian_150_Questionnaire.docx,117,117. Como explicar fluxo de resgate?,"O fluxo de resgate funciona inversamente ao de subscrição: (i) O investidor submete solicitação de resgate ao Settlement & Paying Agent (BoNY Mellon), especificando número de unidades e instruções de transferência; (ii) O administrador de NAV calcula o valor de resgate ao NAV do dia da solicitação (ou próximo dia útil, conforme termos do produto); (iii) A Harpian LLC recebe instrução do custodiante para liquidar os ativos correspondentes no mercado; (iv) Os recursos são liquidados via Euroclear;",vehicle_tax_governance,B10: The Most Important Thing | B13: The Only Game in Town | B08: Principles for Dealing with the Changing World Order,B14: The Art of War | B01: Quantitative Momentum,"Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Mohamed El-Erian, em The Only Game in Town, reforça bancos centrais alteram preços de ativos; Ray Dalio, em Principles for Dealing with the Changing World Order, reforça ciclos de dívida e poder moldam retornos.",Não dar aconselhamento tributário/jurídico; indicar revisão por profissional qualificado conforme jurisdição.
JIM-LIT-0118,Harpian_150_Questionnaire.docx,118,118. Como explicar taxa de administração?,"A taxa de administração (management fee) é a remuneração anual paga ao gestor (Harpian LLC) pela gestão contínua do portfólio, calculada como percentual anual sobre o patrimônio líquido sob gestão. No ETP Harpian, a taxa de administração é cobrada de forma implícita no cálculo diário do NAV — o valor por unidade já reflete a dedução diária proporcional da taxa. Por exemplo, uma taxa de 2% a.a. equivale a uma dedução diária de aproximadamente 0,0079% (2% / 252). A taxa de administração remunera: ",vehicle_tax_governance,B10: The Most Important Thing | B13: The Only Game in Town | B08: Principles for Dealing with the Changing World Order,B14: The Art of War | B06: Advances in Financial Machine Learning,"Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Mohamed El-Erian, em The Only Game in Town, reforça bancos centrais alteram preços de ativos; Ray Dalio, em Principles for Dealing with the Changing World Order, reforça ciclos de dívida e poder moldam retornos.",Não dar aconselhamento tributário/jurídico; indicar revisão por profissional qualificado conforme jurisdição.
JIM-LIT-0119,Harpian_150_Questionnaire.docx,119,119. Como explicar taxa de performance?,"A taxa de performance é uma remuneração adicional cobrada pelo gestor como percentual dos ganhos que excedem um benchmark ou hurdle rate pré-definido, alinhando os interesses do gestor com o do investidor ('só ganho mais se você ganhar'). No ecossistema Harpian, a estrutura de taxa de performance é: 10% sobre ganhos quando AUM < USD 10M; 20% sobre ganhos acima de USD 10M. Geralmente aplicada com high-water mark: a taxa só é cobrada sobre ganhos acima do máximo patrimonial histórico, evitando que",performance_backtest_metrics,B06: Advances in Financial Machine Learning | B07: The Misbehavior of Markets | B10: The Most Important Thing,B11: Antifragile,"Marcos López de Prado, em Advances in Financial Machine Learning, reforça backtests sofrem risco de overfitting; Benoit Mandelbrot, em The Misbehavior of Markets, reforça retornos têm caudas gordas; Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade.","Sempre acrescentar: performance passada/backtest não garante resultado futuro; considerar custos, slippage, liquidez, impostos, overfitting e suitability."
JIM-LIT-0120,Harpian_150_Questionnaire.docx,120,120. Como explicar spread ou custos operacionais?,"Além das taxas de administração e performance, os custos operacionais de um ETP incluem: (i) Spread bid-ask: diferença entre o preço de compra e venda no mercado secundário, mantida pelo market maker. Para ETPs líquidos e bem gerenciados, o spread é tipicamente de 0,05–0,3%; (ii) Custos de transação internos: custos de corretagem pagos à Interactive Brokers na execução das rotações mensais de portfólio — já incorporados no NAV; (iii) Despesas da SPV: custos legais, de auditoria, administração do",vehicle_tax_governance,B10: The Most Important Thing | B13: The Only Game in Town | B08: Principles for Dealing with the Changing World Order,B14: The Art of War,"Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Mohamed El-Erian, em The Only Game in Town, reforça bancos centrais alteram preços de ativos; Ray Dalio, em Principles for Dealing with the Changing World Order, reforça ciclos de dívida e poder moldam retornos.",Não dar aconselhamento tributário/jurídico; indicar revisão por profissional qualificado conforme jurisdição.
JIM-LIT-0121,Harpian_150_Questionnaire.docx,121,121. Por que investidores US podem ter caminho diferente de Non-US?,"Investidores norte-americanos (US Persons) enfrentam um arcabouço regulatório substancialmente mais restritivo na oferta de produtos financeiros internacionais, por três razões principais: (i) Securities Act de 1933 e Exchange Act de 1934: qualquer oferta pública de valores mobiliários a US Persons requer registro na SEC ou isenção expressamente prevista (Regulation D para ofertas privadas; Regulation S para ofertas offshore exclusivamente a non-US Persons); (ii) Investment Advisers Act de 1940:",behavioral_decision,B04: Thinking in Bets | B10: The Most Important Thing | B11: Antifragile,B05: The Mathematical Theory of Communication | B13: The Only Game in Town,"Annie Duke, em Thinking in Bets, reforça boa decisão pode ter mau resultado; Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Nassim Nicholas Taleb, em Antifragile, reforça sistemas frágeis quebram sob stress.","Evitar aconselhamento pessoal; reforçar processo decisório, probabilidades e adequação ao perfil."
JIM-LIT-0122,Harpian_150_Questionnaire.docx,122,122. Quais cuidados existem ao oferecer ETP para US persons?,"Os cuidados para oferta a US Persons incluem: (i) Nunca oferecer o ETP Harpian (estruturado como Regulation S) diretamente a US Persons — constitui violação do Securities Act; (ii) Verificação rigorosa de status (US Person check): residência, cidadania, Green Card, empresas controladas por US Persons são todos classificados como US Persons pela definição da SEC; (iii) Restrições de transferência: documentar que unidades adquiridas por non-US Persons não podem ser transferidas a US Persons no mer",vehicle_tax_governance,B10: The Most Important Thing | B13: The Only Game in Town | B08: Principles for Dealing with the Changing World Order,B14: The Art of War,"Howard Marks, em The Most Important Thing, reforça risco é mais que volatilidade; Mohamed El-Erian, em The Only Game in Town, reforça bancos centrais alteram preços de ativos; Ray Dalio, em Principles for Dealing with the Changing World Order, reforça ciclos de dívida e poder moldam retornos.",Não dar aconselhamento tributário/jurídico; indicar revisão por profissional qualificado conforme jurisdição.
